United States,"New York, NY",40.6943,-73.9249,America/New_York
United States,"Los Angeles, CA",34.1141,-118.4068,America/Los_Angeles
United States,"Chicago, IL",41.8375,-87.6866,America/Chicago
United States,"Miami, FL",25.784,-80.2101,America/New_York
United States,"Houston, TX",29.786,-95.3885,America/Chicago
United States,"Dallas, TX",32.7935,-96.7667,America/Chicago
United States,"Philadelphia, PA",40.0077,-75.1339,America/New_York
United States,"Atlanta, GA",33.7628,-84.422,America/New_York
United States,"Washington, DC",38.9047,-77.0163,America/New_York
United States,"Boston, MA",42.3188,-71.0852,America/New_York
United States,"Phoenix, AZ",33.5722,-112.0892,America/Phoenix
United States,"Detroit, MI",42.3834,-83.1024,America/Detroit
United States,"Seattle, WA",47.6211,-122.3244,America/Los_Angeles
United States,"San Francisco, CA",37.7558,-122.4449,America/Los_Angeles
United States,"San Diego, CA",32.8313,-117.1222,America/Los_Angeles
United States,"Minneapolis, MN",44.9635,-93.2678,America/Chicago
United States,"Tampa, FL",27.9945,-82.4447,America/New_York
United States,"Brooklyn, NY",40.6501,-73.9496,America/New_York
United States,"Denver, CO",39.762,-104.8758,America/Denver
United States,"Queens, NY",40.7498,-73.7976,America/New_York
United States,"Riverside, CA",33.9381,-117.3949,America/Los_Angeles
United States,"Las Vegas, NV",36.2333,-115.2654,America/Los_Angeles
United States,"Baltimore, MD",39.3051,-76.6144,America/New_York
United States,"St. Louis, MO",38.6359,-90.2451,America/Chicago
United States,"Portland, OR",45.5371,-122.65,America/Los_Angeles
United States,"San Antonio, TX",29.4632,-98.5238,America/Chicago
United States,"Sacramento, CA",38.5677,-121.4685,America/Los_Angeles
United States,"Austin, TX",30.3005,-97.7522,America/Chicago
United States,"Orlando, FL",28.4773,-81.337,America/New_York
United States,"San Juan, PR",18.3985,-66.061,America/Puerto_Rico
United States,"San Jose, CA",37.3012,-121.848,America/Los_Angeles
United States,"Pittsburgh, PA",40.4397,-79.9763,America/New_York
United States,"Indianapolis, IN",39.7771,-86.1458,America/Indiana/Indianapolis
United States,"Manhattan, NY",40.7834,-73.9662,America/New_York
United States,"Cincinnati, OH",39.1413,-84.506,America/New_York
United States,"Kansas City, MO",39.1238,-94.5541,America/Chicago
United States,"Cleveland, OH",41.4764,-81.6805,America/New_York
United States,"Columbus, OH",39.9862,-82.9855,America/New_York
United States,"Bronx, NY",40.8501,-73.8662,America/New_York
United States,"Virginia Beach, VA",36.7335,-76.0435,America/New_York
United States,"Charlotte, NC",35.2083,-80.8303,America/New_York
United States,"Milwaukee, WI",43.0642,-87.9675,America/Chicago
United States,"Providence, RI",41.823,-71.4187,America/New_York
United States,"Jacksonville, FL",30.3322,-81.6749,America/New_York
United States,"Nashville, TN",36.1715,-86.7842,America/Chicago
United States,"Salt Lake City, UT",40.7776,-111.9311,America/Denver
United States,"Raleigh, NC",35.8324,-78.6429,America/New_York
United States,"Richmond, VA",37.5295,-77.4756,America/New_York
United States,"Memphis, TN",35.1087,-89.9663,America/Chicago
United States,"Oklahoma City, OK",35.4676,-97.5136,America/Chicago
United States,"Hartford, CT",41.7661,-72.6834,America/New_York
United States,"Louisville, KY",38.1663,-85.6485,America/New_York
United States,"Buffalo, NY",42.9018,-78.8487,America/New_York
United States,"New Orleans, LA",30.0687,-89.9288,America/Chicago
United States,"Fort Worth, TX",32.7817,-97.3474,America/Chicago
United States,"Bridgeport, CT",41.1918,-73.1954,America/New_York
United States,"Tucson, AZ",32.1541,-110.8787,America/Phoenix
United States,"El Paso, TX",31.8476,-106.43,America/Denver
United States,"Omaha, NE",41.2627,-96.0529,America/Chicago
United States,"McAllen, TX",26.2252,-98.2467,America/Chicago
United States,"Birmingham, AL",33.5279,-86.7971,America/Chicago
United States,"Albuquerque, NM",35.1054,-106.6465,America/Denver
United States,"Tulsa, OK",36.1283,-95.9042,America/Chicago
United States,"Fresno, CA",36.783,-119.7939,America/Los_Angeles
United States,"Charleston, SC",32.8168,-79.9687,America/New_York
United States,"Rochester, NY",43.168,-77.6162,America/New_York
United States,"Dayton, OH",39.7805,-84.2003,America/New_York
United States,"Cape Coral, FL",26.6443,-81.9957,America/New_York
United States,"Mission Viejo, CA",33.6096,-117.6551,America/Los_Angeles
United States,"Colorado Springs, CO",38.8674,-104.7605,America/Denver
United States,"Baton Rouge, LA",30.442,-91.1311,America/Chicago
United States,"Allentown, PA",40.5961,-75.4756,America/New_York
United States,"Ogden, UT",41.2279,-111.9682,America/Denver
United States,"Provo, UT",40.2457,-111.6457,America/Denver
United States,"Knoxville, TN",35.9692,-83.9496,America/New_York
United States,"Grand Rapids, MI",42.9619,-85.6562,America/Detroit
United States,"Columbia, SC",34.0378,-80.9036,America/New_York
United States,"Albany, NY",42.6664,-73.7987,America/New_York
United States,"Bakersfield, CA",35.3529,-119.0359,America/Los_Angeles
United States,"New Haven, CT",41.3113,-72.9246,America/New_York
United States,"Des Moines, IA",41.5725,-93.6105,America/Chicago
United States,"Akron, OH",41.0798,-81.5219,America/New_York
United States,"Palm Bay, FL",27.9631,-80.6593,America/New_York
United States,"Concord, CA",37.9722,-122.0016,America/Los_Angeles
United States,"Wichita, KS",37.6895,-97.3443,America/Chicago
United States,"Mesa, AZ",33.4015,-111.7178,America/Phoenix
United States,"Harrisburg, PA",40.2752,-76.8843,America/New_York
United States,"Staten Island, NY",40.5834,-74.1496,America/New_York
United States,"Toledo, OH",41.6638,-83.5827,America/New_York
United States,"Worcester, MA",42.2705,-71.8079,America/New_York
United States,"Long Beach, CA",33.7977,-118.167,America/Los_Angeles
United States,"Port St. Lucie, FL",27.2796,-80.3884,America/New_York
United States,"Little Rock, AR",34.7256,-92.3577,America/Chicago
United States,"Reno, NV",39.5497,-119.8483,America/Los_Angeles
United States,"Spokane, WA",47.6671,-117.433,America/Los_Angeles
United States,"Madison, WI",43.0822,-89.393,America/Chicago
United States,"Boise, ID",43.6005,-116.2308,America/Boise
United States,"Bonita Springs, FL",26.3558,-81.7859,America/New_York
United States,"Denton, TX",33.2175,-97.1418,America/Chicago
United States,"Oakland, CA",37.7904,-122.2166,America/Los_Angeles
United States,"Springfield, MA",42.1155,-72.5395,America/New_York
United States,"Augusta, GA",33.3645,-82.0708,America/New_York
United States,"Kissimmee, FL",28.3041,-81.4169,America/New_York
United States,"Winston-Salem, NC",36.1029,-80.261,America/New_York
United States,"Stockton, CA",37.9765,-121.3109,America/Los_Angeles
United States,"Syracuse, NY",43.0407,-76.1437,America/New_York
United States,"Chattanooga, TN",35.066,-85.2481,America/New_York
United States,"Lancaster, PA",40.042,-76.3012,America/New_York
United States,"Greenville, SC",34.8354,-82.3646,America/New_York
United States,"Durham, NC",35.9792,-78.9022,America/New_York
United States,"Pensacola, FL",30.4413,-87.1911,America/Chicago
United States,"Fayetteville, AR",36.0714,-94.1661,America/Chicago
United States,"Arlington, TX",32.6998,-97.125,America/Chicago
United States,"Aurora, CO",39.7083,-104.7237,America/Denver
United States,"Oxnard, CA",34.1964,-119.1815,America/Los_Angeles
United States,"Indio, CA",33.7346,-116.2346,America/Los_Angeles
United States,"Scranton, PA",41.4044,-75.6649,America/New_York
United States,"Victorville, CA",34.5277,-117.3536,America/Los_Angeles
United States,"Trenton, NJ",40.2237,-74.7641,America/New_York
United States,"Modesto, CA",37.6375,-121.0028,America/Los_Angeles
United States,"Huntsville, AL",34.6981,-86.6412,America/Chicago
United States,"Honolulu, HI",21.3294,-157.846,Pacific/Honolulu
United States,"Greensboro, NC",36.0956,-79.8271,America/New_York
United States,"Anaheim, CA",33.839,-117.8574,America/Los_Angeles
United States,"Corpus Christi, TX",27.7254,-97.3767,America/Chicago
United States,"Fort Wayne, IN",41.0888,-85.1436,America/Indiana/Indianapolis
United States,"Fort Collins, CO",40.5477,-105.0656,America/Denver
United States,"Jackson, MS",32.3157,-90.2125,America/Chicago
United States,"Myrtle Beach, SC",33.7094,-78.8844,America/New_York
United States,"Fayetteville, NC",35.085,-78.9772,America/New_York
United States,"Antioch, CA",37.9787,-121.796,America/Los_Angeles
United States,"Lansing, MI",42.7142,-84.5601,America/Detroit
United States,"Lexington, KY",38.0423,-84.4587,America/New_York
United States,"Mobile, AL",30.6782,-88.1162,America/Chicago
United States,"Youngstown, OH",41.0993,-80.6463,America/New_York
United States,"Henderson, NV",36.0133,-115.0381,America/Los_Angeles
United States,"Savannah, GA",32.0286,-81.1821,America/New_York
United States,"Poughkeepsie, NY",41.695,-73.9211,America/New_York
United States,"Santa Ana, CA",33.7367,-117.8819,America/Los_Angeles
United States,"Ann Arbor, MI",42.2759,-83.731,America/Detroit
United States,"St. Paul, MN",44.9478,-93.1039,America/Chicago
United States,"Newark, NJ",40.7245,-74.1725,America/New_York
United States,"Irvine, CA",33.6772,-117.7738,America/Los_Angeles
United States,"Santa Rosa, CA",38.4458,-122.7067,America/Los_Angeles
United States,"Canton, OH",40.8078,-81.3676,America/New_York
United States,"Asheville, NC",35.5707,-82.5537,America/New_York
United States,"Flint, MI",43.0236,-83.6921,America/Detroit
United States,"Winter Haven, FL",28.0118,-81.7014,America/New_York
United States,"Anchorage, AK",61.1508,-149.1091,America/Anchorage
United States,"Lincoln, NE",40.8099,-96.6784,America/Chicago
United States,"Concord, NC",35.3933,-80.6369,America/New_York
United States,"Jersey City, NJ",40.7184,-74.0686,America/New_York
United States,"Springfield, MO",37.1943,-93.2916,America/Chicago
United States,"Plano, TX",33.0502,-96.7486,America/Chicago
United States,"Shreveport, LA",32.4653,-93.7955,America/Chicago
United States,"Davenport, IA",41.5565,-90.6053,America/Chicago
United States,"Lubbock, TX",33.5657,-101.8879,America/Chicago
United States,"Lakeland, FL",28.0557,-81.9545,America/New_York
United States,"South Bend, IN",41.6767,-86.2696,America/Indiana/Indianapolis
United States,"Chula Vista, CA",32.6281,-117.0144,America/Los_Angeles
United States,"Chandler, AZ",33.2825,-111.8514,America/Phoenix
United States,"Rockford, IL",42.2596,-89.064,America/Chicago
United States,"Reading, PA",40.34,-75.9267,America/New_York
United States,"Eugene, OR",44.0564,-123.1174,America/Los_Angeles
United States,"Wilmington, NC",34.2099,-77.8866,America/New_York
United States,"Santa Clarita, CA",34.4175,-118.4964,America/Los_Angeles
United States,"Gilbert, AZ",33.31,-111.7463,America/Phoenix
United States,"Salem, OR",44.9233,-123.0244,America/Los_Angeles
United States,"Killeen, TX",31.0753,-97.7297,America/Chicago
United States,"Round Lake Beach, IL",42.3791,-88.0811,America/Chicago
United States,"Columbus, GA",32.51,-84.8771,America/New_York
United States,"North Las Vegas, NV",36.2883,-115.0888,America/Los_Angeles
United States,"Kennewick, WA",46.1978,-119.1732,America/Los_Angeles
United States,"St. Petersburg, FL",27.7931,-82.6652,America/New_York
United States,"Tallahassee, FL",30.4551,-84.2527,America/New_York
United States,"Laredo, TX",27.5625,-99.4874,America/Chicago
United States,"Irving, TX",32.8583,-96.9702,America/Chicago
United States,"Peoria, IL",40.752,-89.6154,America/Chicago
United States,"Montgomery, AL",32.3482,-86.2668,America/Chicago
United States,"Chesapeake, VA",36.6778,-76.3023,America/New_York
United States,"Glendale, AZ",33.5791,-112.2311,America/Phoenix
United States,"York, PA",39.9651,-76.7315,America/New_York
United States,"Nashua, NH",42.7491,-71.491,America/New_York
United States,"Garland, TX",32.91,-96.6304,America/Chicago
United States,"Scottsdale, AZ",33.6872,-111.8651,America/Phoenix
United States,"Lafayette, LA",30.2082,-92.0325,America/Chicago
United States,"Norfolk, VA",36.8945,-76.259,America/New_York
United States,"Arlington, VA",38.8786,-77.1011,America/New_York
United States,"Appleton, WI",44.278,-88.3892,America/Chicago
United States,"Aguadilla, PR",18.4382,-67.1537,America/Puerto_Rico
United States,"Rock Hill, SC",34.9415,-81.0241,America/New_York
United States,"Fremont, CA",37.5265,-121.9843,America/Los_Angeles
United States,"Fargo, ND",46.8651,-96.8292,America/Chicago
United States,"Gulfport, MS",30.4274,-89.0704,America/Chicago
United States,"Bremerton, WA",47.5436,-122.7121,America/Los_Angeles
United States,"Green Bay, WI",44.5148,-87.9895,America/Chicago
United States,"Enterprise, NV",36.0091,-115.2278,America/Los_Angeles
United States,"Hialeah, FL",25.8696,-80.3045,America/New_York
United States,"Deltona, FL",28.905,-81.2137,America/New_York
United States,"San Bernardino, CA",34.1416,-117.2943,America/Los_Angeles
United States,"Gainesville, FL",29.6804,-82.3459,America/New_York
United States,"Spring Valley, NV",36.0952,-115.2636,America/Los_Angeles
United States,"Tacoma, WA",47.2431,-122.4531,America/Los_Angeles
United States,"Roanoke, VA",37.2785,-79.9581,America/New_York
United States,"Brownsville, TX",25.9975,-97.458,America/Chicago
United States,"College Station, TX",30.5852,-96.2959,America/Chicago
United States,"Olympia, WA",47.0417,-122.8959,America/Los_Angeles
United States,"Clarksville, TN",36.5692,-87.3413,America/Chicago
United States,"Yonkers, NY",40.9466,-73.8673,America/New_York
United States,"Moreno Valley, CA",33.9244,-117.2045,America/Los_Angeles
United States,"Thousand Oaks, CA",34.1914,-118.8756,America/Los_Angeles
United States,"Portland, ME",43.6773,-70.2715,America/New_York
United States,"Fontana, CA",34.0968,-117.4599,America/Los_Angeles
